Date,Open,High,Low,Close,Volume,Day,Weekday,Week,Month,Year
2020-01-07,298.5815159468736,299.0621927633044,297.8605289309607,298.3134765625,40496400,7,1,2,1,2020
2020-01-08,298.5075523193514,301.13268500347425,298.257989679186,299.9033203125,68296000,8,2,2,1,2020
2020-01-09,301.48393975190214,302.010822422565,300.8923462531795,301.9368591308594,48473300,9,3,2,1,2020
2020-01-10,302.5284720774636,302.68559471716,300.5965970362407,301.0679931640625,53029300,10,4,2,1,2020
2020-01-13,301.6965454118192,303.14774354191627,301.2621027565248,303.1385192871094,47086800,13,0,3,1,2020
2020-01-14,302.6948378031608,303.75782743480147,302.1124967486909,302.6763610839844,62832800,14,1,3,1,2020
2020-01-15,302.58396714304945,304.12760558690024,302.50077958099183,303.36041259765625,72056600,15,2,3,1,2020
2020-01-16,304.7561799848659,305.8838806152344,304.5250940213374,305.8838806152344,54050300,16,3,3,1,2020
2020-01-17,306.6048515486395,307.0485185216617,305.81915367226685,306.8359375,95846000,17,4,3,1,2020
2020-01-21,305.8653755221729,307.04853452646114,305.7914404257268,306.235107421875,77742400,21,1,4,1,2020
2020-01-22,307.1039373674872,307.7602416951701,306.11491106159474,306.27203369140625,48914900,22,2,4,1,2020
2020-01-23,305.6158510270557,307.0393486379639,304.4881502563668,306.6233825683594,51963000,23,3,4,1,2020
2020-01-24,307.2888383475858,307.3720258999948,302.59315630312693,303.896484375,87578400,24,4,4,1,2020
2020-01-27,298.5908257687778,300.52270124394335,298.24882301984144,299.0252685546875,84062500,27,0,5,1,2020
2020-01-28,300.46721787017,303.04614518089073,299.11768371058,302.1587829589844,63834000,28,1,5,1,2020
2020-01-29,303.53603386827723,303.76711982764965,301.70582291490285,301.9091796875,53888900,29,2,5,1,2020
2020-01-30,299.82011858095734,303.1015557461462,299.06217816135177,302.8889465332031,75491800,30,3,5,1,2020
2020-01-31,302.2604421420488,302.4175930100521,296.4648162964884,297.38916015625,113845600,31,4,5,1,2020
2020-02-03,298.8865930190771,301.4839970111189,298.7664238037804,299.59832763671875,69083000,3,0,6,2,2020
2020-02-04,303.2494290738023,305.04265801769907,302.92590315343807,304.1645202636719,62573200,4,1,6,2,2020
2020-02-05,307.13176445961125,307.8897332942469,305.6528366567724,307.6771240234375,65951100,5,2,6,2,2020
2020-02-06,308.64766098602024,308.9064761378909,307.6216246351767,308.7123718261719,50359700,6,3,6,2,2020
2020-02-07,307.64010523475514,308.72157166610674,306.5124046889222,307.0670166015625,64139400,7,4,6,2,2020
2020-02-10,306.1704964367351,309.42417740772737,306.1335147754902,309.3594665527344,42070000,10,0,7,2,2020
2020-02-11,310.72741158108295,311.52233369965023,309.3593726178411,309.8955078125,54864500,11,1,7,2,2020
2020-02-12,311.34673265550464,312.10470139738305,310.9770007500413,311.8921203613281,43992700,12,2,7,2,2020
2020-02-13,310.4501935295309,312.5392202064733,310.1729015851328,311.5594177246094,54501900,13,3,7,2,2020
2020-02-14,311.9753146324029,312.1786714160907,310.764426395951,312.0585021972656,64582200,14,4,7,2,2020
2020-02-18,311.0509767085069,312.1232190240798,309.84931270595257,311.2543334960937,57226200,18,1,8,2,2020
2020-02-19,312.2341453132378,313.42652867761126,311.9476009504437,312.7425231933594,48814700,19,2,8,2,2020
2020-02-20,312.18785286258,313.0197848145976,308.43501944902675,311.4576416015625,74163400,20,3,8,2,2020
2020-02-21,310.08958755606227,310.40386103447594,307.4182206764485,308.2501525878906,113788200,21,4,8,2,2020
2020-02-24,298.6925368720576,308.324185657443,296.9362606864152,298.0270080566406,161088400,24,0,9,2,2020
2020-02-25,299.43184866440373,300.0511430394414,288.1086402971308,288.9960021972656,218913200,25,1,9,2,2020
2020-02-26,290.41030940377,294.0429735311321,287.1936112428159,287.9330749511719,194773800,26,2,9,2,2020
2020-02-27,282.350010641258,287.98851269200094,275.0014953613281,275.0014953613281,284353500,27,3,9,2,2020
2020-02-28,266.85809280681485,275.3528154279035,263.93716272410904,273.8461303710937,384975800,28,4,9,2,2020
2020-03-02,275.6486079271128,285.7701857016379,272.1823180329246,285.7054748535156,238703600,2,0,10,3,2020
2020-03-03,286.0843956820024,290.09604424286687,275.05698131967097,277.52496337890625,300139100,3,1,10,3,2020
2020-03-04,282.9601472687874,289.4120777801317,280.3812199156426,289.1902160644531,176613400,4,2,10,3,2020
2020-03-05,281.90642163958694,285.13237292520694,277.3124311838137,279.5770568847656,186366800,5,3,10,3,2020
2020-03-06,270.97134225424304,276.1754016496266,268.2722745244177,274.95526123046875,228667200,6,4,10,3,2020
2020-03-09,254.4718756994221,262.68930687593377,252.7618619753907,253.48284912109372,309417300,9,0,11,3,2020
2020-03-10,263.1052850690694,266.69171603059993,252.8080795501234,266.59930419921875,276444100,10,1,11,3,2020
2020-03-11,259.46329994536006,260.60947715989346,250.3862376189425,253.6029357910156,255316300,11,2,11,3,2020
2020-03-12,236.63198409705896,246.48549119489823,228.9414378438092,229.3389129638672,392220700,12,3,11,3,2020
2020-03-13,243.1855880618493,250.9408454814715,229.71790727653584,248.9442596435547,329566100,13,4,11,3,2020
2020-03-16,222.933237559468,237.46392365697216,219.40225147248137,221.7038726806641,297240000,16,0,12,3,2020
2020-03-17,226.50120104796665,236.78916627337,219.13419385660976,233.6741180419922,262070500,17,1,12,3,2020
2020-03-18,218.3762097358704,229.57925141082765,210.76886466445285,221.84249877929688,327597100,18,2,12,3,2020
2020-03-19,221.14922061598156,228.66413908385243,214.65108581567725,222.3138885498047,289322000,19,3,12,3,2020
2020-03-20,225.49938715430844,227.30316138354544,212.45458386221685,212.7335205078125,347158800,20,4,12,3,2020
2020-03-23,212.16632938460128,213.55169138759885,202.93361405221623,207.29428100585935,326025200,23,0,13,3,2020
2020-03-24,217.95879312865048,226.959061294228,217.38233468422007,226.0757598876953,235494500,24,1,13,3,2020
2020-03-25,227.6750004165883,238.3488745465888,222.91453603269863,229.46017456054688,299430300,25,2,13,3,2020
2020-03-26,231.99852358956915,244.34597676886384,231.56152620490516,242.8583526611328,257632800,26,3,13,3,2020
2020-03-27,235.4852030890472,242.4957326437628,233.42109194482805,235.62466430664065,224341200,27,4,13,3,2020
2020-03-30,237.7445348250104,244.0019447691409,235.72691569554493,243.27671813964844,171369500,30,0,14,3,2020
2020-03-31,242.2632508482116,244.83872885540285,238.22801277890557,239.65057373046875,194881100,31,1,14,3,2020
2020-04-01,230.56665582120527,239.56692639242036,226.77315475604576,228.8651580810547,189554600,1,2,14,4,2020
2020-04-02,227.97256785328344,234.93660508940417,227.41469464971027,234.14630126953125,177660400,2,3,14,4,2020
2020-04-03,233.15141160463023,235.5316581159312,228.0004414210397,230.7618865966797,135561200,3,4,14,4,2020
2020-04-06,239.7342223914934,248.25100173615832,230.7432608475702,246.26126098632807,188061200,6,0,15,4,2020
2020-04-07,254.95471056317584,255.7171362096539,246.28919120487836,246.5123291015625,201427200,7,1,15,4,2020
2020-04-08,249.1436773620013,256.6191116013682,246.6239831603729,254.78744506835935,153774500,8,2,15,4,2020
2020-04-09,258.0880943679367,261.4539188611824,256.1262739022265,258.6645812988281,189999200,9,3,15,4,2020
2020-04-13,257.6790621657461,258.0230759846229,252.35141628599305,256.302978515625,114839100,13,0,16,4,2020
2020-04-14,261.24941334722763,264.894132528548,256.1635191410848,263.8620910644531,134143400,14,1,16,4,2020
2020-04-15,258.07886333356686,264.0015533069251,256.11701413244793,258.2555236816406,121775000,15,2,16,4,2020
2020-04-16,259.5478814229435,260.3660917327045,256.3959444053549,259.5014038085937,131798300,16,3,16,4,2020
2020-04-17,265.34037107877293,267.12553110795915,262.569619073019,266.51190185546875,146684800,17,4,16,4,2020
2020-04-20,262.7648929140745,266.6513916356787,261.59339038639445,261.8165283203125,100109300,20,0,17,4,2020
2020-04-21,257.29780025339164,258.5158086976588,252.91851992745163,253.86691284179688,126385700,21,1,17,4,2020
2020-04-22,258.80406934567634,261.26797877306217,257.4651849069059,259.5014038085937,92951600,22,2,17,4,2020
2020-04-23,260.79381094294905,264.0015611750324,259.17600389091484,259.4828186035156,104709700,23,3,17,4,2020
2020-04-24,261.0169736937422,263.7784195675587,258.94355547632364,263.09967041015625,85063200,24,4,17,4,2020
2020-04-27,265.09872088944945,268.02752057754,264.6338311492885,266.8931884765625,77896600,27,0,18,4,2020
2020-04-28,270.5844375182456,270.9377582912224,265.35908092747195,265.6659240722656,105270000,28,1,18,4,2020
2020-04-29,271.05852222676833,274.17328814338686,270.01717408888464,272.6205444335937,118745600,29,2,18,4,2020
2020-04-30,271.22591630705324,272.7228757605103,268.3250093812683,270.0823059082031,122901700,30,3,18,4,2020
2020-05-01,265.275314984306,270.2496396361669,261.75144368939675,262.9322814941406,125180000,1,4,18,5,2020
2020-05-04,261.02614970235965,263.96425477345105,259.5292191188517,263.6574401855469,80873200,4,0,19,5,2020
2020-05-05,266.5119789714505,268.9386895686592,263.78770378380017,266.09356689453125,79569900,5,1,19,5,2020
2020-05-06,267.81366679905904,268.2041582579715,263.8527974681101,264.289794921875,73632600,6,2,19,5,2020
2020-05-07,267.5439426668808,269.43139315175324,266.967484150507,267.4788513183594,75250400,7,3,19,5,2020
2020-05-08,270.649485721985,272.3788901836666,269.50584682999204,271.9046936035156,76452400,8,4,19,5,2020
2020-05-11,269.95206191205443,273.3550568409455,269.5243714686897,271.9603881835937,79514200,11,0,20,5,2020
2020-05-12,273.159880319741,273.5782639980896,266.4003663563014,266.53985595703125,95870800,12,1,20,5,2020
2020-05-13,265.97264359207634,267.0232986592604,259.37120540082725,261.8258361816406,144721100,13,2,20,5,2020
2020-05-14,259.3619071707117,265.0893218076404,253.82040296579268,264.95916748046875,121977900,14,3,20,5,2020
2020-05-15,262.5417149243361,266.22363214528747,261.5840436045688,266.1771545410156,111146300,15,4,20,5,2020
2020-05-18,272.4718310015181,275.9120259947696,272.1464309241307,274.284912109375,119703800,18,0,21,5,2020
2020-05-19,273.6804690107116,275.4098444237009,271.4490049658911,271.46759033203125,95189300,19,1,21,5,2020
2020-05-20,275.04733475964366,276.9533710816828,274.81488992160894,276.0793762207031,85861700,20,2,21,5,2020
2020-05-21,275.94919109568605,276.7674013742696,273.0668697505342,274.1733093261719,78293900,21,3,21,5,2020
2020-05-22,273.8850967884195,274.8706605821272,272.62988905126736,274.6940002441406,63958200,22,4,21,5,2020
2020-05-26,280.7281532865747,280.969904894931,274.7124823081692,278.0782775878906,88951400,26,1,22,5,2020
2020-05-27,280.9048588860329,282.2530499391975,276.02351858090134,282.2158508300781,104817400,27,2,22,5,2020
2020-05-28,283.25715121939606,285.29336938825986,281.0163805467094,281.69512939453125,90405200,28,3,22,5,2020
2020-05-29,281.22109588647083,283.5455446055689,278.4410642983073,282.95050048828125,119090800,29,4,22,5,2020
2020-06-01,282.2995272781476,284.7076517547864,281.77885324939365,284.093994140625,55758300,1,0,23,6,2020
2020-06-02,285.02378912295734,286.49285608025383,283.6756263705714,286.44635009765625,74267200,2,1,23,6,2020
2020-06-03,288.45470984421013,291.2254622663735,288.17578741479593,290.25848388671875,92567600,3,2,23,6,2020
2020-06-04,289.26361841223604,291.0209148726546,287.37616760731163,289.4960632324219,75794400,4,3,23,6,2020
2020-06-05,294.95379884980656,298.7100855350727,294.8887075106819,296.9156188964844,150524700,5,4,23,6,2020
2020-06-08,297.7339167705026,300.6999148898166,297.1853504102166,300.5046691894531,73641200,8,0,24,6,2020
2020-06-09,297.80827438311485,300.57902668815314,296.9342796417474,298.2638854980469,77479200,9,1,24,6,2020
2020-06-10,298.84962636380106,299.7515132727341,295.87432173907547,296.5995483398437,95000800,10,2,24,6,2020
2020-06-11,289.58908889880547,290.23063896567373,278.94313161271543,279.5009765625,209243600,11,3,24,6,2020
2020-06-12,286.59512294243626,287.376134042086,277.6320664777444,282.8481140136719,194678900,12,4,24,6,2020
2020-06-15,277.09280297024503,286.63234719299413,275.9026866605045,285.4887084960937,135782700,15,0,25,6,2020
2020-06-16,293.3266731727897,293.47544120964653,286.06510184791364,290.9836120605469,137627500,16,1,25,6,2020
2020-06-17,292.0157959658169,292.313332156212,289.03118393807455,289.7750244140625,83398900,17,2,25,6,2020
2020-06-18,288.2408064570726,290.3699800081768,287.77591694160986,289.8865051269531,80828700,18,3,25,6,2020
2020-06-19,293.3941931481743,293.5902980305546,286.25940676623287,288.2298889160156,135549600,19,4,25,6,2020
2020-06-22,287.6228641629522,290.4805065865408,286.46487346827536,290.0789489746094,74649400,22,0,26,6,2020
2020-06-23,292.7591438889833,293.7023625036601,291.0034622495543,291.41436767578125,68471200,23,1,26,6,2020
2020-06-24,289.35056222958696,289.97626828531804,282.1224104336981,283.9808044433594,132813500,24,2,26,6,2020
2020-06-25,283.40175397887816,287.29600749580464,281.3565747828588,287.0251770019531,89468000,25,3,26,6,2020
2020-06-26,285.9138815477473,286.1286820870505,279.6196016076711,280.2079162597656,127961000,26,4,26,6,2020
2020-06-29,281.47796921170124,284.4663383318968,279.16195963148533,284.3262634277344,79773300,29,0,27,6,2020
2020-06-30,283.8873729872626,289.68673112616494,283.72863091230226,287.9683837890625,113394800,30,1,27,6,2020
2020-07-01,289.098404980476,291.26499218565124,288.63146955691974,289.9855651855469,72396500,1,2,27,7,2020
2020-07-02,293.4594885066838,294.82296010361404,290.9100400058896,291.5824279785156,69344200,2,3,27,7,2020
2020-07-06,295.4486539949115,296.6720222706539,294.69222104577216,296.08367919921875,61713800,6,0,28,7,2020
2020-07-07,294.5241365162976,296.522604930724,292.6470473494368,293.0299377441406,82910000,7,1,28,7,2020
2020-07-08,293.8051170821588,295.3833612202514,292.0214487007318,295.27130126953125,54638600,8,2,28,7,2020
2020-07-09,295.8876464178938,296.130461966706,290.13499837290584,293.59033203125,83354200,9,3,28,7,2020
2020-07-10,293.5249479299481,296.8588737423317,292.07745949573626,296.5880432128906,57550400,10,4,28,7,2020
2020-07-13,298.96005124839894,301.36942527176507,293.3568266829696,294.0198669433594,102997500,13,0,29,7,2020
2020-07-14,292.5817004647939,298.61452615085386,291.3676798651455,297.830078125,93657000,14,1,29,7,2020
2020-07-15,301.0892800514184,301.6776231997088,298.15691213755,300.5663146972656,87196500,15,2,29,7,2020
2020-07-16,298.6425452340053,300.0340035787868,297.9888242870818,299.576416015625,54622500,16,3,29,7,2020
2020-07-17,300.59436905260253,301.2387422518473,298.59587165216726,300.4449462890625,62774900,17,4,29,7,2020
2020-07-20,300.17405529226573,303.6293883169463,299.41762229758507,302.8729553222656,56308800,20,0,30,7,2020
2020-07-21,304.8620794579007,305.3103191219553,302.5180550498918,303.5173034667969,57292200,21,1,30,7,2020
2020-07-22,303.1532245764443,305.56262791577376,303.04116460707706,305.2450866699219,57792900,22,2,30,7,2020
2020-07-23,304.8808008978492,305.59055182494063,300.22079473054373,301.6029052734375,75738000,23,3,30,7,2020
2020-07-24,299.72586974470505,300.6970749383659,298.1382778520449,299.6604919433594,73766600,24,4,30,7,2020
2020-07-27,300.36082169398406,302.02311031086447,299.5576781153274,301.8456726074219,48293000,27,0,31,7,2020
2020-07-28,301.1079015150372,302.23790550117377,299.63239845389603,299.9312438964844,57495000,28,1,31,7,2020
2020-07-29,300.8184741155127,304.1897627090463,300.78111130160045,303.6200866699219,48454200,29,2,31,7,2020
2020-07-30,300.61303245433163,302.9570574976411,298.50250363196176,302.53680419921875,61861700,30,3,31,7,2020
2020-07-31,304.3485253448622,305.0302613722801,300.0807284255932,304.9275207519531,84986800,31,4,31,7,2020
2020-08-03,306.6084124270983,307.82243284767884,306.0574321747136,307.0473327636719,53077900,3,0,32,8,2020
2020-08-04,306.17893187624577,308.23345947265625,306.17893187624577,308.23345947265625,41917900,4,1,32,8,2020
2020-08-05,309.5501341792031,310.4093077965834,309.2793036857555,310.1477966308594,42697700,5,2,32,8,2020
2020-08-06,309.55952960953454,312.3424465926944,309.23266910158907,312.2210388183594,43679400,6,3,32,8,2020
2020-08-07,311.240367402389,312.7345659421401,310.3251640281681,312.445068359375,57308300,7,4,32,8,2020
2020-08-10,312.9027450968508,313.56578537891374,310.94161073495115,313.3790283203125,44282100,10,0,33,8,2020
2020-08-11,314.5743998324138,315.21877299541023,310.0544683626334,310.7922058105469,69601100,11,1,33,8,2020
2020-08-12,313.2575639305476,315.90975307884304,313.22954895184785,315.12530517578125,53774400,12,2,33,8,2020
2020-08-13,314.3503028557613,315.8818649717389,313.6218846175352,314.5557556152344,41816100,13,3,33,8,2020
2020-08-14,314.16353631707,315.1067551162417,313.42577027119864,314.5650939941406,47260400,14,4,33,8,2020
2020-08-17,315.5922239616078,315.9657664912006,314.5743084561933,315.564208984375,35481000,17,0,34,8,2020
2020-08-18,315.9657933840449,316.67554420030814,314.350186894198,316.2459716796875,38733900,18,1,34,8,2020
2020-08-19,316.6288220863461,317.15178735321706,314.3595233212304,314.92919921875,68054200,19,2,34,8,2020
2020-08-20,313.1828749622162,316.39539255982777,313.0521478794795,315.9097900390625,42207800,20,3,34,8,2020
2020-08-21,315.57362043420943,317.25457640601667,315.228064312712,317.03045654296875,55106600,21,4,34,8,2020
2020-08-24,319.4958672320876,320.3176780797883,317.0024482049914,320.24298095703125,48588700,24,0,35,8,2020
2020-08-25,320.8126365881978,321.447661895895,319.6359502537484,321.3636169433594,38463400,25,1,35,8,2020
2020-08-26,321.9613050768522,324.85628174782204,321.4103247265878,324.5854797363281,50790200,26,2,35,8,2020
2020-08-27,325.46340653339666,326.7614724643037,323.6143316072065,325.2952880859375,58034100,27,3,35,8,2020
2020-08-28,326.3318254124016,327.52717893591137,325.127124060751,327.3964233398437,48588900,28,4,35,8,2020
2020-08-31,327.18159113137835,328.0687511578837,325.9768900012294,326.2103576660156,66099200,31,0,36,8,2020
2020-09-01,327.0508417988004,329.3855184912039,326.14498610216896,329.2828063964844,54908700,1,1,36,9,2020
2020-09-02,331.2159356465646,335.0261155850886,330.05791659214856,334.0455627441406,69540000,2,2,36,9,2020
2020-09-03,332.336631372699,332.8129146497401,319.93482700733875,322.5496826171875,148011100,3,3,36,9,2020
2020-09-04,323.2406847419041,324.8282479048653,312.72529105890504,319.9161071777344,139156300,4,4,36,9,2020
2020-09-08,314.44362712529994,319.981502594332,310.86691452339585,311.1750793457031,114465300,8,1,37,9,2020
2020-09-09,315.22805645469094,319.8133652017363,314.3502156803376,317.3199462890625,91462300,9,2,37,9,2020
2020-09-10,319.21577035054526,319.8788107355983,310.8389469102598,311.8101806640625,90569500,10,3,37,9,2020
2020-09-11,313.6124630929256,314.6864086904257,309.11119951092945,311.9688415527344,84680200,11,4,37,9,2020
2020-09-14,315.17211639716646,317.8710172817062,312.11836847024654,316.0779724121094,65605700,14,0,38,9,2020
2020-09-15,318.56193413920204,319.40241197832444,316.0871827519926,317.6747741699219,52920900,15,1,38,9,2020
2020-09-16,318.9262383642859,320.3737267604865,316.13394518463355,316.41412353515625,82096000,16,2,38,9,2020
2020-09-17,311.5019705873484,315.3682097367903,310.9696573422262,313.6311950683594,91523300,17,3,38,9,2020
2020-09-18,314.44593197184844,314.55844047590506,307.50763095731395,310.0204162597656,105877900,18,4,38,9,2020
2020-09-21,305.37934542544235,306.7201197911973,301.65703554310227,306.5700988769531,99450800,21,0,39,9,2020
2020-09-22,308.07018502505576,310.2548013272841,305.52924412379343,309.6922302246094,63612100,22,1,39,9,2020
2020-09-23,310.2547927462648,310.5360925965994,302.0038455137566,302.5101623535156,93112200,23,2,39,9,2020
2020-09-24,301.1787808263067,306.4106267464723,299.8473633825088,303.3165283203125,76681300,24,3,39,9,2020
2020-09-25,302.4538666941877,309.01712900117843,301.57254065171765,308.2201843261719,71069400,25,4,39,9,2020
2020-09-28,312.43008717344736,314.06151775569106,311.4268386278702,313.3395690917969,64584600,28,0,40,9,2020
2020-09-29,313.1333592185663,313.88343516559905,310.9299717805081,311.6331787109375,51304000,29,1,40,9,2020
2020-09-30,312.3081668212634,317.18374488629394,312.1112769503438,313.9958801269531,104081100,30,2,40,9,2020
2020-10-01,316.62118940238014,317.60566741909435,314.108404118656,316.0117492675781,88698700,1,3,40,10,2020
2020-10-02,311.00497533286523,315.983677771674,310.5267854964455,313.0114440917969,89431100,2,4,40,10,2020
2020-10-05,315.09290768442173,318.7495774032879,315.046038675466,318.56207275390625,45713100,5,0,41,10,2020
2020-10-06,318.7025965968426,320.82160154779694,313.5176213058793,314.0332946777344,90128900,6,1,41,10,2020
2020-10-07,317.02439299790586,320.3154101853938,316.99626586867777,319.49969482421875,56999600,7,2,41,10,2020
2020-10-08,321.4592682444569,322.3968772936673,320.53101582851974,322.33123779296875,45242500,8,3,41,10,2020
2020-10-09,324.00016266156786,325.6784907777207,323.37198065727125,325.2096862792969,59528600,9,4,41,10,2020
2020-10-12,327.7787222316718,331.9323231755609,327.2817906132557,330.4415283203125,80388500,12,0,42,10,2020
2020-10-13,330.3009184531936,330.47906646364635,327.30994326324384,328.2850646972656,73255500,13,1,42,10,2020
2020-10-14,328.86644656112594,329.972818616015,325.4816908812797,326.2223815917969,57727900,14,2,42,10,2020
2020-10-15,322.26557624921367,326.3066686858135,321.72177562783304,325.8191223144531,60357700,15,3,42,10,2020
2020-10-16,327.1881058289857,328.86643434678683,325.4441664120061,325.622314453125,89501900,16,4,42,10,2020
2020-10-19,326.8974013316751,327.5349686413807,319.7622099387376,320.67169189453125,68425600,19,0,43,10,2020
2020-10-20,322.031233935768,325.2378698514806,321.26241617122287,321.95623779296875,60051900,20,1,43,10,2020
2020-10-21,321.90925265704936,324.1032826739492,321.03728324294093,321.3467102050781,63575000,21,2,43,10,2020
2020-10-22,321.5623868490724,323.70013430577444,319.3965122658435,323.10943603515625,55399300,22,3,43,10,2020
2020-10-23,324.3471481103767,324.4034023740586,321.7218537600124,324.2065124511719,49143900,23,4,43,10,2020
2020-10-26,320.784250092026,321.5812236593789,314.6804048549704,318.2152099609375,91473000,26,0,44,10,2020
2020-10-27,318.5621821176162,318.8997077705123,316.9025951501718,317.1182556152344,65994100,27,1,44,10,2020
2020-10-28,311.3799841606688,317.1462743349563,305.782456755137,306.2793884277344,127094300,28,2,44,10,2020
2020-10-29,306.513836268554,312.59891100410664,304.8073806057296,309.3923034667969,90597700,29,3,44,10,2020
2020-10-30,307.79833140359307,309.12036374209686,302.4727182852456,306.1669006347656,120287300,30,4,44,10,2020
2020-11-02,309.59844970703125,311.6236596168856,306.8231069452068,309.59844970703125,86068300,2,0,45,11,2020
2020-11-03,312.8707263193772,317.14622075353344,309.68286167826824,315.0647277832031,93294200,3,1,45,11,2020
2020-11-04,319.5934176061396,326.2317059230251,318.4026643741842,322.1062316894531,126959700,4,2,45,11,2020
2020-11-05,327.45057454638226,330.2165326815401,327.09427853021333,328.38818359375,82039700,5,3,45,11,2020
2020-11-06,328.0975720105654,329.57901053187913,325.9598242343482,328.313232421875,74973000,6,4,45,11,2020
2020-11-09,341.26156418749326,341.64598732836964,331.9698551469328,332.43865966796875,172304200,9,0,46,11,2020
2020-11-10,331.43534776200534,333.01990902925576,328.641291663474,331.9510498046875,85552000,10,1,46,11,2020
2020-11-11,334.16388045075604,335.2515104499309,332.90748767935384,334.41705322265625,58649000,11,2,46,11,2020
2020-11-12,333.3949802115646,334.4638681566387,329.34453126518764,331.1728515625,67546200,12,3,46,11,2020
2020-11-13,333.1043628177096,336.50788830791896,332.5793040294548,335.7578125,62892200,13,4,46,11,2020
2020-11-16,338.45814903082425,340.1458339943813,337.1548586249361,339.9489440917969,74541100,16,0,47,11,2020
2020-11-17,337.511165246893,339.33951452602435,335.9828577615732,338.12060546875,66111000,17,1,47,11,2020
2020-11-18,338.3925266064036,338.9457125791988,334.01387922322834,334.0513916015625,70591300,18,2,47,11,2020
2020-11-19,333.41384348004834,335.83286267133485,332.0542986691899,335.45782470703125,59940900,19,3,47,11,2020
2020-11-20,335.1951768517466,335.4014519512744,333.0855568575748,333.1605529785156,70417300,20,4,47,11,2020
2020-11-23,334.9890130905344,336.4329392671381,332.7293714899048,335.15777587890625,63230600,23,0,48,11,2020
2020-11-24,337.7361070363317,341.1115049307569,336.8735228382616,340.5583190917969,62415900,24,1,48,11,2020
2020-11-25,340.47397206692654,340.50209919331934,338.92692288820746,340.0332946777344,45330900,25,2,48,11,2020
2020-11-27,341.13972421837536,341.45850790931286,339.9583274827658,340.9803466796875,28514100,27,4,48,11,2020
2020-11-30,340.1927434821505,340.46465816996965,336.76111888884776,339.4707946777344,83872700,30,0,49,11,2020
2020-12-01,342.761778360107,344.7401199005111,342.1616947791791,343.1836853027344,74231400,1,1,49,12,2020
2020-12-02,342.05851827775217,344.06498663541856,341.4772052826671,343.9056091308594,45927000,2,2,49,12,2020
2020-12-03,343.80247388417666,345.2182726825316,342.6961020907816,343.8118591308594,62882000,3,3,49,12,2020
2020-12-04,344.40253913390853,346.7746887207031,344.3087725127256,346.7746887207031,50749900,4,4,49,12,2020
2020-12-07,345.9965247976405,346.5590960210278,344.77764432493564,346.0621643066406,48944300,7,0,50,12,2020
2020-12-08,344.77758404394865,347.64666530667586,344.7307150391781,347.0747375488281,42458900,8,1,50,12,2020
2020-12-09,347.7404777008644,347.89985522890714,343.11807157066704,343.9619140625,74098300,9,2,50,12,2020
2020-12-10,342.57423249613083,344.9088700002048,341.6928776525128,343.8493957519531,57735400,10,3,50,12,2020
2020-12-11,342.1335809101382,343.85877835183135,340.5959167481435,343.4462280273437,57698600,11,4,50,12,2020
2020-12-14,345.6402024972665,346.7278037793724,341.7303602980875,341.90850830078125,69216200,14,0,51,12,2020
2020-12-15,344.4776089370211,346.5309753417969,343.089965655535,346.5309753417969,63865300,15,1,51,12,2020
2020-12-16,346.7465686747659,348.00296130631165,345.8558286756765,347.0747375488281,58420500,16,2,51,12,2020
2020-12-17,348.73432320408733,349.2218696243866,347.8998373890977,349.0155944824219,64119500,17,3,51,12,2020
2020-12-18,349.3074303108281,349.47691242217144,345.58807669950033,347.6219482421875,136542300,18,4,51,12,2020
2020-12-21,343.6578333087078,356.36008500006665,340.88951025323286,346.3790588378906,96386700,21,0,52,12,2020
2020-12-22,346.7086468172202,346.82163491007543,344.6559531689443,345.7952880859375,47949000,22,1,52,12,2020
2020-12-23,346.77451949870044,348.0362675918422,345.7764198319536,346.1059875488281,46201400,23,2,52,12,2020
2020-12-24,346.58622473251165,347.4807616709391,345.9930372599785,347.4525146484375,26457900,24,3,52,12,2020
2020-12-28,350.0324656721365,350.83283620010246,349.4016059955859,350.4373779296875,39000400,28,0,53,12,2020
2020-12-29,351.98163909767106,352.1605464869745,349.17564364985685,349.76885986328125,53680500,29,1,53,12,2020
2020-12-30,350.59745103173964,351.3130805349036,349.8724250120508,350.26788330078125,49455300,30,2,53,12,2020
2020-12-31,350.070199000767,352.78202827011904,349.5523273111529,352.0475769042969,78520700,31,3,53,12,2020
2021-01-04,353.3940193243748,353.525857910337,343.51658510808943,347.2547607421875,110210800,4,0,1,1,2021
2021-01-05,346.6051158986123,350.7481758528555,346.55801836523364,349.646484375,66426200,5,1,1,1,2021
2021-01-06,348.1210839785024,354.96657676543765,347.5655399860843,351.7368469238281,107997700,6,2,1,1,2021
2021-01-07,354.13789057065947,357.7159805450208,353.95898319838903,356.96270751953125,68766800,7,3,1,1,2021
2021-01-08,358.36572406129244,359.2131634776402,355.0795292339374,358.9966125488281,71677200,8,4,1,1,2021
2021-01-11,355.78574527676943,358.3563106333283,355.66333192921377,356.5766906738281,51034700,11,0,2,1,2021
2021-01-12,356.7650248871686,357.678354900263,354.3827346969602,356.6520080566406,52547700,12,1,2,1,2021
2021-01-13,356.57665476993486,358.6199229893835,355.78570945251687,357.6124267578125,45303600,13,2,2,1,2021
2021-01-14,358.36576297509407,358.8742381743271,356.0211736303176,356.3601379394531,49989100,14,3,2,1,2021
2021-01-15,354.7216578225355,355.53142483416445,351.8780192950767,353.76123046875,107160000,15,4,2,1,2021
